"notes","label"
"I do have a lot more Columbia Games for sale.","0"
"Counters are punched and securely stored. Counters are in very good physical condition but one (of three) RIVER ASSAULT counters is missing.All other components are complete and in very Good (VG) condition.The Blocks are complete, stickered (well-aligned), and securely stored.The box is solid, in very Good (VG) condition. Some minor edge and corner can be seen Shipping is additional (from 20176, Northern Virginia). Shipping to CONUS (Continental U.S.) only. Shipped via UPS (or USPS or FEDEX by request) at cost. USPS is usually costs $17.00 max for a bookcase-size game:  more for larger games, or if insurance coverage is for more than $50 (USPS) or $100 (UPS). Extra insurance is extra and available by request.Shipping overages (if any) will be refunded (Hooray PayPal purchases).Payment through PayPal only.","0"
"Game is unplayed. Stickers are still on sticker sheet, counters still unpunched. Some wear and tear on the box and rule book. Please see photos for details.*** I sell the whole EastFront/WestFront/EuroFront/MedFront/VolgaFront bundle at a discount compared to the individual games. ***","0"
"Factory shrinked. One corner dinged.","0"
"The game is unpunched and in very good conditionCOSTI DI SPEDIZIONE / SHIPPING COSTITALIA:LA SPEDIZIONE SARA' EFFETTUATA CON SDA Euro 9,00EUROPA: UE: 18 Euro EUROPA NO UE - UNITED STATES - CANADA - ASIA - AUSTRALIA- AFRICA - AMERICA: ASK ME! Please, Have a look at my other items for sale!","0"
"Open box unpunished and unused, but they did sticker the game parts otherwise everything is in great condition","0"
"Bezahlung bitte im Voraus per berweisung.Paying with Paypal cost 2  extra.Postage:Versandkosten innerhalb Deutschlands 6 Euro (inkl. 19% Mwst.)German customers pay 6 Euros.EU and Switzerland customers:- 13  up to 2 kilos of games- 16  up to 5 kilos of gamesPostage non-EU:- 19  up to 2 kilos of games- 36  up to 5 kilos of gamesPrivate sale without warranty.Privater Verkauf unter Ausschluss jeder Gewhrleistung.","0"
"Opened but never played!","0"
"Still with shrinkwrap ! (both decks).  Never opened.","0"
"Cards have been removed from shrink, but unplayed.","0"
"Both decks.  Played once or twice.  Buyer pays shipping.","0"
"PayPal (buyer pays 3% PPL fees) or bank transfer.","0"
"rule book hihlighted in several places.Buyer pays shipping","0"
"GMT Deluxe edition from 2003.Game is in very good condition and has been verified as complete including the original rulebook. The boxes for the decks of cards have been opened, but the decks themselves are still factory sealed. The small counter sheets are also unpunched. Box has a little wear from storage.","0"
"QED editionBoth decks of cards are brand new and factory sealed. Boxes are in excellent condition.","0"
"Complete and in excellent condition","0"
"German version by Parker. The game components are language independent. The game is complete and in very good condition.Shipping costs (up to 2kg / without insurance & tracking):Germany: 5.00 EUREU: 9.50 EUROutside EU / Worldwide: 16.50 EURTracking and insurance is available for an additional 1 EUR (Germany) / 2.50 EUR (EU) / 3.50 (Worldwide).Payment via bank transfer is preferred. Paypal is possible. Please add 1 EUR to the price for payment via Paypal.","0"
"In perfect conditions, like new.","0"
"German Parker versionPlayed, price tag on the box.","0"
"Price sticker on the boxWill provide 2 discount if you come pick up the game in Ghent, Belgium","0"
"Comments: To see other items that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/market/user/Paladin82Y .With BGGs removal of the semi-automated Marketplace, sales via BGG require more interaction/communication between the participants which can make some buyers more anxious.  I will do my best to make this an easy transaction for you.  You can see my track record of success in the SELLER & SHIPPING section of each item listed in the GeekMarket.  See additional important comments in the SELLER NOTES section at the bottom of this listing.  *** The BGG site discontinued its marketplace feature in August 2022. Now, the site functions much like FaceBook and serves as a classified ads message board.  Therefore, I will need some detailed information from you.  To receive a price quote that includes shipping costs, please email me directly at Paladin82Y@gmail.com with the following information:1. Complete list of all games you want to buy (links to the specific game(s) on BGG will ensure that there are no mix-ups due to games with same/similar names).2. Your full name and full mailing address (needed to derive a shipping estimate)3. Your direct/external (non-BGG) email address (needed by the shipping company to facilitate the transaction and to provide tracking updates). 4. A contact phone number (again, to facilitate the transaction  I am NOT planning to call you and will NOT be selling any of your contact information to anyone)Condition Notes:  Smoke-free home.  Pet-free home.  COVID-free home.Srinkwrap has been removed from the outer box.  But the components inside are still in shrinkwrap and obviously unused/unplayed.See additional Condition Notes in the SELLER NOTES section below.Edition Notes: English.  See more version info in the PRODUCT DETAILS section at the top of this listing.Shipping Notes:Note that this item is difficult (aka more expensive than normal) to ship because it is unusually heavy or unusually large or both.You are welcome to reduce the shipping costs to $0.00 by picking up the item in Waukee.  Although it is more rare now, I do sometimes attend one of the many local Game Nights close to Waukee, IA (see https://www.boardgamegeek.com/guild/1365) and it might be possible to meet there.  Otherwise--Yes, I will gladly combine orders to reduce your per-item shipping costs. (To find other items to add to your order see http://www.boardgamegeek.com/market/user/Paladin82Y).When providing your shipping address, please provide a contact phone number--this is ONLY in case there are shipping issues--I am NOT planning to call you. Also, please provide a direct/external (non-BGG) email address.Finally, if at all possible, please provide a business (rather than a residential) shipping address and let me know that the address you are providing is a business address (this may expedite delivery).Payment Notes:**Note that the listed offered price includes a small discount for a cash (cash, Zelle transfer, money order, Amazon Gift Card, western union) payment.  [i]US buyers:[/i]See the [i][bSELLER NOTES[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i][bSELLER NOTES[/i] Section below for more critically important details on payment options.","0"
"Very good condition; English rules included. No necessary in-game text","0"
"Also with French rules","0"
"first Edition, German version,  1999 by HasbroShipping costs see informations below.Payment via PayPal or bank transfer.If you pay via PayPal, please use the button Send to friends abroad, then there are no fees. ... Thanks!!Please verify your shipping address before ordering or paying with PayPal. If your address contains non-Latin characters please include it in Latin script, too.We offer in our ""Modern Second-Hand-Games-Shop"" on our private homepage www.alte-spiele.de/antiquar.html more than 4.000 other games: older one, newer one, rare one and little known one. The offer consists of titles since the 1970s and mainly in German-speaking. Just look once over with us.","0"
"PARKER - EDITION","0"
"Unplayed - but the box with some traces of use & storage.Please take a look at the version of the game as most of my games are in German!Worldwide shipping possible:6,00 Euro shipping costs within Germany, 13,00 Euro shipping costs within the  EU (DHL Zone 1),18,00 Euro shipping costs for Great Britain and Switzerland22,50 Euro shipping costs for the rest of the world.Combined shipping is possible.Payment through PayPal or European Bank Transfer - any fees are on the buyer.","0"
"Box has aged/wear. Components are like new.","0"
"Quo Vadis? (Hans im Glck first edition) 1992+shipping / Deutschland 5,5","0"
"shrink","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"One lost black marker was replaced with a cube.Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"New, in shrink. One corner damaged very slightly, not unusual for a game that spent 15 years in storage (see picture) :) Out of print Knizia game - newest, 2005 German edition, with instructions in German and Polish (the game itself is fully language-independent and rules in English can be found easily online)Shipping within the EU from 7, depending on country. Shipping to Lithuania around 3. Shipping is cheaper if you buy several games - check out my profile.Revolut, PayPal or bank transfer.","0"
"first Edition, German version,  1992 by Hans-im-Glck-VerlagShipping costs see informations below.Payment via PayPal or bank transfer.If you pay via PayPal, please use the button Send to friends abroad, then there are no fees. ... Thanks!!Please verify your shipping address before ordering or paying with PayPal. If your address contains non-Latin characters please include it in Latin script, too.We offer in our ""Modern Second-Hand-Games-Shop"" on our private homepage www.alte-spiele.de/antiquar.html more than 4.000 other games: older one, newer one, rare one and little known one. The offer consists of titles since the 1970s and mainly in German-speaking. Just look once over with us.","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"Amigo addition. I printed out English rules and they're inside. Some wear on box, but great condition for it's age.","0"
"LA24-348/9LA24-350","0"
"CLS Games - Atlanta's Board Game Warehouse - is the largest retailer of board games in metro Atlanta! All games are new & still in factory shrink-wrap.QUO VADIS?: $44.99Mayfair Games [MFG 0490]* see 4 pictures with this listingSHIPPINGContinental U.S. - $15.95International (Including AK & HI) -  TBD","0"
"Played once.  Box in Excellent condition","0"
"Very Good, complete","0"
"Only played onceLovely theme, clever little strategy, just like sailing arounfd the horn but had more strategy than a simple race.Contact me for possible exchange or shipping rates on multiple items","0"
"incluse regole in italiano","0"
"incluse regole in italiano","0"
"German Version. Opened and checked for quality and completeness. Never played.Please contact me reg. shipping costs before you buy.Payment via Money Transfer using BIC and IBAN. I accept Paypal only, if the buyer pays the PayPal fees.","0"
"Game was purchased second-hand at a game con but never played.  (Too many games!)","0"
"Box cover shows a bit of wear, but all components are mint.","0"
"Buyer pays shipping from Winnipeg, Manitoba, Canada.PayPal or e-Interact","0"
"WF319T 35","0"
"deutsche Ausgabe von Kosmos","0"
"German version (First edition).Contents complete and excellent clean overall condition.  Box has very minor shelfwear on the edges.Reasonable offers will be considered.  I can combine multiple purchases to reduce shipping costs.Shipping Costs: UK 4.99, Europe (tracked) 18.99, USA (tracked) 26.99.","0"
"Games provides german, french, italian and dutch rules.Contents complete and excellent clean overall condition. Box has very minor shelfwear on the edges.I have 2 things: boardgames and lack of time!That's why I am looking for a way to bring some balance in my collection.You can find an indication of the shippingcosts over here:(Unfortunatly the site is in dutch only... But I am sure you it will give you an idea)http://www.tntpost.nl/voorthuis/pakketten/pakket-buitenland-tracktrace/Click on 'Wat kost het'.I do support several options to pay:1) I recommend the feeless payment as an EU-standard-bank-transfer (SEPA or SHA) to my account using BIC and IBAN. 2) I also accept Paypal, if the buyer pays the PayPal fees.","0"
"weight ~1100grgame 1 pictures 3 to 5game 2 pictures 1 to 2","0"
"Bought used, played once, put away. In excellent condition, some slight shelf wear on the base, only listed as VG as it has been played. Scroll down and read the Signature message for latest info. Updated info will be in there.UK BUYERS - Very cost effective to get two or three games.  MyHermes, 0-1kg starts at 2.79, but up to 10kg is from just 6.49. Adding one or two more games is very good value for you. 10kg gets you a lot of games. See their current prices here (scroll down after clicking): https://www.myhermes.co.uk/our-services/our-prices.htmlPayment - read the Signature below for latest methods.I now accept BANK TRANSFER - best for UK buyer if your bank has zero fees. For overseas buyer, I have my IBAN and suggest you look at https://transferwise.com/Cheaper than Paypal, especially with their cross-border fees too.Paypal, happy to receive Paypal in GBP, USD, JPY, EUR, but either make it a Gift please or pay the extra fees. I have great feedback!!!I can provide photos of my copy on request (message me your email).UK - Can ship quickly cheaply by courier. REST OF EUROPE - Can ship quickish by Royal MailJAPAN- Card games and small games to Japan are very easy. Small parcels can easily go by Royal Mail.USA / CAN - As for Japan but I work out the cheapest method for you. Anything over 2kg or over 90cm in total three sides is difficult. Always ask me first.","0"
"Game is complete, one box corner taped, box with minor wear, some light spots on the board, no card board inlayPayments: bank account or Paypal If you want to pay by Paypal, there will be an additional feerules in German, Franais, Nederlands,  Italiano,","0"
"Game is complete, one box corner taped, components VERY GOOD, chips in ziplock bagPayments: bank account or Paypal If you want to pay by Paypal, there will be an additional feerules in German, Franais, Nederlands,  Italiano,","0"
"English rules are included.Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"excellent Sid Sackson game with most easy rules and need for negotiationbox shows some wear / surface dirtmaterial complete in good conditionrules in DE / FR / IT / NLnet weight 1100g","0"
"completegood shapebox has minor shelfwear and 1 split cornerI pay the Geekcommission, you pay the Paypalfee","0"
"Ravensburger Regal Ebene 4SK21 - 694Ravensburger Regal Ebene 4SK21 - 695","0"
"One corner bruised","0"
"completegood shapebox has minor shelfwear I pay the Geekcommission, you pay the Paypalfee","0"
"Content is in excellent shape, box shows clear wears on the edges.FREE SHIPPING TO EUROPE AND NORTH AMERICA !!!Any boardgames order from this list starting from:$250 and above (EU zone)$360 and above (rest of Europe)$500 and above (USA and Canada)will ship FOR FREE, including sturdy package and tracking number !!!Any other destination country will also get very special shipping prices, almost free, ask for details !!","0"
"complete and very good conditionbox shows minor wearPrices does not include shipping costs and PayPal fee.For shipping prices, send me an inquiry specifying whether you want a tracking number OR cheapest international shipping.I can always combine postage.UK to UK , I use Hermes/EVRi at actual cost. ( currently 1Kg is 3 , 2Kg is 4.44, 5Kg is 5.96, 10Kg is 6.36, 15Kg is 9.28 )INTERNATIONAL - I usually use Royal Mail Tracked at actual cost if you want Insurance and tracking.HOWEVER a MUCH cheaper (and not necessarily slower. ( might take 30 days ) option DOES exist if you want to take risk of Paypal Family & Friends payment ( & is NOT Tracked )( as with GAMES we can get away with using Royal Mail PRINTED PAPER upto 5Kg International Economy service, and it is MUCH CHEAPER to send this way,and most UNLIKELY that you will pay any extra charges.Unfortunately postage prices have gone up yet again recently ( 3rd time in 1 year) by about 16%International WORLDWIDE ECONOMY is ( currently 1Kg=15 2Kg=21.20 3Kg=27.40 4Kg=33.60 5Kg=39.80 )International EUROPEAN ECONOMY is ( currently 1Kg=14 2Kg=19.20 3Kg=24.40 4Kg=29.60 5Kg=34.80 )TRACKING COSTS EXTRA ( ASK specifying destination )Please add to the total sum 3.5% +  0.35 PayPal fee, if you are inside the UK or 6.5 % +  0.35 PayPal fee, if you are outside the UK.Or 0% to add if you use Paypal FRIENDS & FAMILY or UK to UK Bank Transfer .I point here to PayPal because most people use it, but there are other options like UK to UK bank transfer if you wantMy PayPal account is [ REDACTED ]My Banking Details are [ REDACTED }Please contact me if you are interested in buying 1 or more games ( postage at cost ).I will then give you my Paypal account details and my Bank Account details so we can proceed.I aim to price our games very fairly for condition, and aim to only sell complete games in very good condition , ( some rare exceptions will be inevitable , but I will check thoroughly and specify any problems I find and price accordingly ), if Price seems high then there is a good chance I want to leave it on our Kallax units as either a new and sealed duplicate spare, or I or some members of our games group still likes playing the game and are not quite ready to sell just yet.i don't mind doing exchanges UK to UK, of similar value items, assuming you have something we don't have or have had already and want to try.","0"
"Box shows heavy wears and split corners. Content is in perfect shape.FREE SHIPPING TO EUROPE AND NORTH AMERICA !!!Any boardgames order from this list starting from:$250 and above (EU zone)$360 and above (rest of Europe)$500 and above (USA and Canada)will ship FOR FREE, including sturdy package and tracking number !!!Any other destination country will also get very special shipping prices, almost free, ask for details !!","0"
"Orginalspiel aus meiner Jugend. Typische Abnutzung aller Komponenten. Anleitung fehlt.Spiel kann in Mnchen abgeholt werden oder wird gegen Aufpreis verschickt.","0"
"one of the little event cards shows backside wear from an old rubber bandall other material is pretty mint, minor edge wear on box, net weight 1300g","0"
"SK21 - 624KSk21-625","0"
"Box has good amount of wear and two split corners, components excellent.","0"
"SK21-831K","0"
"game is complete and in very good condition.this game has replacement parts. you can see 2 of 3 of the obstacles (white discs, 1 is missing).this game comes also with 3 obstacles (3 black discs).box has noticeable wear/whitening on corners/edges.","0"
"OpenBox, bits still in shrink, cards open, but very clean.    Box in amazing shape for its age","0"
"Game components complete and in very good conditionShipping to most UK destinations 5","0"
"German edition (Abacus, with english text)2 to 6 player version","0"
"Classic German game. Fat Potatoes!This is the 6 player edition with English rules.NEWThis item is NEW, in excellent condition, still in its shrinkwrap, never opened, never played. It has English rules in the game. EMAIL METo buy this game or to enquire, scroll down to the Signature section below for my email.You do NOT need to register with BGG. Email me directly, tell me what games you want to buy and your delivery address so I can work out postage. I can email photos of the games if you want. BGG  100% POSITIVE FEEDBACKBGG used to run a feedback system. Half my buyers gave me feedback, all 100% positive. I ship worldwide and quickly after your payment.100BGG    100%  ","0"
"second edition 1991: german / english / french rulespictures showing content of the open game from my collection (token box added)The offered game is new and in shrink!net weight 1250g","0"
"Box has been secured with Gaffa Tape. All contents are in box, has translations of rules printed and included.","0"
"The game is in a very good condition, the box has some small marks, due to storing. The material is in very good condition.Postage depends on the destination.Due to its age it has some marks. But all in all it is in a pretty good shape. Someone put a price tag on the cover, as you can see.","0"
"Unpunched","0"
"Box has minor storage grime - otherwise very clean with no crushing or dishing. Excellent for its age.English rules plus some player aids included.","0"
"SP20-3122","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping","0"
"HE24-98","0"
"I sell a new Siedler von Nurnberg game.Everything is in the box.You can pay by a money transfer.If you have questions you can always send me a mail with your question.","0"
"Im offering this excellent Settlers variant in completely unplayed and unpunched condition! **********************************************100% unpunched & unplayed condition (no shrinkwrap)**********************************************All games come from a private collection (non-smoking and pet-free environment)!Please contact me if you're looking for more interesting German games as I can offer a lot more.Buyer pays postage, so ask before buying to determine the weight of your desired games!The following payments are welcome:(1) Cash in a registered letter (only Euro accepted) or(2) Chargefree(!) EU Bank-Transfer (using IBAN and SWIFT) or(3) Moneybookers.com (its as fast and safe as PayPal but much cheaper: maximum fee is 0.50 EUR) or(4) PayPal (for PayPal payment please add +5 % of the total sum).Have fun playing, Flix!---------------------------------------------NEW SHIPPING CONDITIONS TO USA!PLEASE READ!!---------------------------------------------I can now send parcels to the US through a friend of mine who is US Army member in Germany.+ Cheaper shipping (13,90 EURO for Priority Mail)+ including insurance+ Much faster delivery (USPS Airmail)= More satisfactionRegular SHIPPING with DHL (=German Post):-------------------------------------------------------->>> up to 1000 g without insurance(e.g. small cardgames):Europe: EUR 7,90US/Canada: EUR 13,90>>> up to 2000 g without insurance:Germany: EUR 4,30EU: EUR 10,00US/Canada/Rest of Europe: EUR 15,80>>> up to 5 kg with tracking & limited insuranceGermany: EUR 7,00Europe: EUR 19,00 - 32,00 (depending on country)US/Canada: EUR 36,00Asia: EUR 40,-","0"
"New in shrink, but it was dropped so it has 3 dented corners (2 large and 1 small). German edition, with English translation. ","0"
"New in shrink, but it was dropped so it has 3 dented corners (2 large and 1 small). German edition, with English translation. ","0"
"German edition. English rules provided.","0"
"Postage in Germany is 6 via DHL.Contact me for international shipping rates.PayPal preferred, otherwise SEPA/IBAN.","0"
"Cards and pieces are secured in Hugo's Amazing Tape, bagged,  or in plastic bags or containers.   Unplayed and in fine condition.Hard to find Catan variant.Please Note:  Rules  and Almanach are in German, but an 11-page English translation was included with the game when purchased.Free shipping to lower 48 states.","0"
"Still shrinkwrapped","0"
"+ shipping","0"
"Zustand / ConditionOVP / in shrink","0"
"Die Siedler Von Nurnberg, Klaus Teuber, Kosmos, 1999All completeWill come shipped USPS Priority Mail cost will be $16.25","0"
"cabinet D","0"
"New, still in shrink wrap. Box says it's produced in 1999, so not 100% if it is the 1999 or 2000 version.","0"
"+ shippingNonsmoker & no pets","0"
"incluse regole in italiano","0"
"great standalone Catan game (no expansion) developed by Klaus Teuber for Nurembergs 950 years anniversary in year 2000. Comes with wooden items like in the first Catan games. net weight 1750g","0"
"Check my other listings I am selling most of my games. Discount on multiple purchases possibleprefer banktransfer if feasibleshipment costs for the buyerwill ship in EU, outside EU possible but risky.","0"
"The game is unused without shrink. Some or all parts are still originally wrapped and/or in punch sheet.","0"
"LA24-457","0"
"Still in shrink.Shipping in US is $15.   $12 if within 2 states of MN or WI","0"
"Neuwertig, vollstndig, Nichtraucherhaushalt.like new, complete, non-smoking household.Worldwide shipping on request","0"
"German version with rules translation","0"
"Game is complete.Payments: bank account or Paypal If you want to pay by Paypal, there will be an additional feeGerman version","0"
"Complete & Very Good Condition with rulebook.  The box is in a sturdy condition with a very minor amount of shelfwear.Reasonable offers will be considered.  I can combine shipping costs with multiple items purchased.Shiping costs are: 4.99 (UK), 8.99 (Europe), 23.99 (USA/Canada/ROW)","0"
"Played a few times. The box is in good condition, with very minor wear. All contents are excellent. This is a German Goldsieber Edition. Will send via Collect Plus in the UK, as that will be cheaper than Royal mail.","0"
"Used German-language edition. Complete and in good condition. Box has wear but nothing major.Cash on pick up in Singapore.","0"
"weight of the games ~ 1360gr - shape: good (box shows some signs, but inside great in shape) (look the 3 Pictures)","0"
"Excellent condition. Language independant","0"
"+ shipping costs","0"
"Some light wear on box. Components in perfect condition.","0"
"Entdecker by Mayfair, brand new in factory shrink.S&H to the US is $17.00Please ask about international shipping costs before purchasing.Thanks for looking","0"
"German Edition. Shelf wear on the box, but materials are in top condition. There's a stamp with my name in the box lid. Payment information and estimated shipping costs see below at the ""Seller info""-section. Items size and weight for shipping estimation: 34,5x27x7,5cm; 1,4kgSee all my other games for sale! Quantity discounts are possible.","0"
"The game is in a very good condition, the box has some small marks, due to storing. The material is in very good condition.Postage depends on the destination.Das Spiel ist in einem sehr guten Zustand. Die Schachtel hat an den Ecken einige Spuren durchs Verschieben, das Material ist in tadellosem Zustand.Porto je nach Zielland.","0"
"Klaus Teuber game, material mint, one box side slightly faded by light in shelf (see picture), net weight 1400g","0"
"incluse regole in italiano","0"
"english version exploring new horizons.","0"
"German editionShipping is 4,80 EUR for Germany.Shipping is 10,50 EUR for European Union.For rest of the world please ask.Please ask for insured shipping.Zahlung auch per berweisung mglich.","0"
"Board only.Payment is possible with PayPal, Revolut, or a bank transfer :)","0"
"Only played once.  Non-smoking home.  Buyer to pay shipping from 12302 zip code.  Will accept PayPal or Venmo.","0"
"Please take a look at the version of the game as most of my games are in German!Worldwide shipping possible:6,00 Euro shipping costs within Germany, 13,00 Euro shipping costs within the  EU (DHL Zone 1),18,00 Euro shipping costs for Great Britain and Switzerland22,50 Euro shipping costs for the rest of the world.Combined shipping is possible.Payment through PayPal or European Bank Transfer - any fees are on the buyer.","0"
"LA24-257","0"
"Times to RememberComes with all pieces.Box shows wear and tearWill come shipped USPS Priority Mail cost will be $22.65","0"
"Dameged FoilSk21-918","0"
"Box has very minimal aging but is in tack with no rips or taping. Pieces are like new. Instructions are includedI accept PayPal, Cash app and Venmo","0"
"Excellent.  Still in original shrink wrap.Expedition Third German edition with SdJ mark Publisher: Queen Games ","0"
"Game is in shrink.Payments: bank account or Paypal If you want to pay by Paypal, there will be an additional fee1st German version Terra X (Queen Games)","0"
"Please add $10 to cover US Shipping.  If there are multiple items purchased, I will combine shipping to reduce cost and send you a total.  Thanks.","0"
"complete - all components are accounted for! german language","0"
"German edition.Payment information and estimated shipping costs see below at the ""Seller info""-section. Items size and weight for shipping estimation: 37x27,5x5,5cm; 1,15kgSee all my other games for sale! Quantity discounts are possible.","0"
"German edition.Payment information and estimated shipping costs see below at the ""Seller info""-section. Items size and weight for shipping estimation: 27,5x19x7cm; 1,15kgSee all my other games for sale! Quantity discounts are possible.","0"
"Die Spieler_innen bekommen Forschungsauftrge, die sie bis in die entlegensten Gebiete fhren. Drei unabhngige Expeditionen knnen von jeder Person gesteuert werden. Alle drfen eine neue Etappe legen, wenn sie jeweils an der Reihe sind. Doch alle mssen aufpassen, denn erreicht eine Expedition das Ziel, darf diese Person mit dem entsprechenden Forschungsauftrag diesen ablegen und so Punkte kassieren.Reisegutscheine und Sonderfelder ermglichen den Spieler_innen durch geschickte Planung lngere Strecken legen zu knnen, und so die Expeditionen nher an ihre Ziele zu bringen. Varianten ermglichen Spielspa fr Einsteiger und Fortgeschrittene. Der Glcksfaktor wird variabel.Verlag: Queen GamesSpieler_innenanzahl: 2 bis 6Dauer: 60+ min.Alter: Ab 10 JahrenVollstndig (nochmals berprft)Kaum gespielt, so gut wie neuLeichte/mittelmige Abnutzungen an der Auenverpackung","0"
"New in shrinkwrap.","0"
"Some shelf wear.","0"
"In excellent condition","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"Payment is possible with Revolut, PayPal, or a bank transfer.Please ask for shipping :)","0"
"Will accept Paypal or Bank Transfer","0"
"JS22-177","0"
"WFS22-302","0"
"CompleteVery good shapeUnplayed / cards in sealI pay the Geekcommission, you pay the Paypalcosts","0"
"National Geographic version.  Complete and in excellent condition.  Please ask for a shipping quote.","0"
"Sk23-155","0"
"LA24-1582","0"
"Comments: Please include your zip code in your initial inquiry to expedite the interaction between us.  To see other items that I have for sale (and perhaps mitigate shipping costs) enter the following into your browser: http://www.boardgamegeek.com/market/user/Paladin82Y .See additional important comments in the SELLER NOTES section at the bottom of this listing. With BGGs removal of the semi-automated Marketplace, sales via BGG require more interaction/communication between the participants which can make some buyers more anxious.  I will do my best to make this an easy transaction for you.  You can see my track record of success in the SELLER & SHIPPING section of each item listed in the GeekMarket.  *** The BGG site discontinued its marketplace feature in August 2022. Now, the site functions much like FaceBook and serves as a classified ads message board.  Therefore, I will need some detailed information from you.  To receive a price quote that includes shipping costs, please email me directly at Paladin82Y@gmail.com with the following information:1. Complete list of all games you want to buy (links to the specific game(s) on BGG will ensure that there are no mix-ups due to games with same/similar names).2. Your full name (or whatever name you would like me to ship to) and full mailing address (needed to calculate a shipping estimate)3. Your direct/external (non-BGG) email address (if you want to receive a tracking number once the shipment goes out). 4. A contact phone number (the shipping company requests this in case there are delivery issues  I am NOT planning to call you or share your contact data with anybody other than the shipping company)Condition Notes:  Smoke-free home.  Pet-free home.  Played a bunch over several sessions.  Overall, the game is in good shape (especially considering its age).  The rules look like they have been thoroughly read and re-read and referenced extensively.   Box shows signs of shelf wear and some minor imperfections.  Game components are complete and have no material damage.  A true players copy but fully functional.See additional Condition Notes in the SELLER NOTES section below.Edition Notes: See version info in the PRODUCT DETAILS section at the top of this listing.Shipping Notes:See additional Shipping Notes in the SELLER NOTES section below.Payment Notes:**Note that the listed offered price includes a discount for a cash (cash, Zelle transfer, money order, Amazon Gift Card, western union) payment.  [i]US buyers:[/i]See the [i]SELLER NOTES[/i] Section below for more critically important details on payment options. [i]non-US buyers:[/i]See the [i]SELLER NOTES[/i] Section below for more critically important details on payment options.","0"
"Shipping via USPS Flat Rate, UPS, or Local Pick up in store (343 S. Robertson Blvd, Beverly Hills, CA 90211) We are an online AND brick and mortar game shop located in the Los Angeles Area. The store is a labor of love between friends and brought to you by avid gamers. We TRULY appreciate your business! - Blue Gnome Games","0"
"new, in shrink","0"
"The game has been played but is in good condition2 discount on the total price, if you buy at least 1 other game too.I prefer IBAN payments, PayPal costs are for the buyer.","0"
"some notes with pencil in the manualDescartes german version","0"
"Avalon Hill edition.Still in shrink wrap, new condition.The game is well preserved without any damages.Airmail takes about 14 working days:To Europe/US: 35 USD, To Asia: 25 USDSurface-mail takes about 20 to 60 days:To Europe/US: 25 USD, To Asia: 20 USDYou may combine items to save shipping fees!10kg to EU/US by AIRMAIL: 100 USD10kg to ASIA by AIRMAIL: 70 USD20kg to EU/US by AIRMAIL: 160 USD20kg to ASIA by AIRMAIL: 100 USDIF you have any questions, just send me a mail.","0"
"punched","0"
"Valley Games edition - punched","0"
"Shrink has been removedthe game is unpunched and unplayedYou can always pick the game up in our local shop :-)You can make a bank transfer free of charge from our side to an EU bank account using IBAN/BIC if your bank account is nominated in EURO.You can use paypal adding a 3.5% paypal fee. (That should be the first choice for non-EU customers)","0"
"This is the sought after version and in very good condition.","0"
"Complete, punched, all components and box are like new.","0"
"The game is in perfect condition, but have a split corner with tape.English Language","0"
"AH edition (1996) - unpunched","0"
"Bezahlung bitte im Voraus per berweisung.Paying with Paypal cost 2  extra.Postage:Versandkosten innerhalb Deutschlands 6 Euro (inkl. 19% Mwst.)German customers pay 6 Euros.EU and Switzerland customers:- 13  up to 2 kilos of games- 16  up to 5 kilos of gamesPostage non-EU:- 19  up to 2 kilos of games- 36  up to 5 kilos of games","0"
"New/Sealed!  Valley Games Edition.","0"
"Never played. Basically newPICKUP IN SYDNEY ONLY (PANANIA, 2213) (CASH ON PICKUP ONLY).85$ pickup only.","0"
"Game is located in BrazilInternational Shipping US$ 50Combined shipping available","0"
"Unpunched and unplayed.","0"
"Valley Games edition - unplayedCounters are punched & sortedStrategy cards are still in original shrink-wrap.Battle cards have been sleeved (they get shuffled/dealt much more often than the Strategy cards).Unplayed","0"
"Versione Italiana.Il gioco  stato giocato alcune volte, i pezzi sono tutti presenti, le carte imbustate. Tutto in ottime condizioni. Per collezionisti. I giocatori vanno meglio con la nuova edizione della Cranio.A richiesta posso fornire foto. Metodo di pagamento: Bonifico Bancario, postagiro o paypal. Spese a carico dell'acquirente, in caso di pagamento con paypal aggiungere il 3% al totale di gioco + spese di spedizione. Spese di spedizione: da concordare a seconda del metodo scelto.","0"
"This game has no shrink wrap, but the counters are unpunched and it has never been used. The seller (GA Jim) purchased it 1 year ago and immediately stored it in a dry closet. In virtually brand new condition. Valley Games edition.","0"
"Payments/pago:Paypal Money order/transferencia bancaria","0"
